accepted_name,early_interval,late_interval,collection_no,environment,formation,lat,lng,max_ma,min_ma
Semiornites lennanus,Anisian,,136184,carbonate indet.,,45.945,9.68,246.7,241.464
Schreyerites binodosus,Anisian,,136184,carbonate indet.,,45.945,9.68,246.7,241.464
Ceratites varisci,Anisian,,136184,carbonate indet.,,45.945,9.68,246.7,241.464
Ceratites varisci,Anisian,,136961,carbonate indet.,,45.945,10.643,246.7,241.464
Ceratites comottii,Anisian,,136184,carbonate indet.,,45.945,9.68,246.7,241.464
Ceratites suavis,Illyrian,,136996,carbonate indet.,Schreyeralm,47.575001,13.592,243.33,241.464
Ceratites fuchsi,Anisian,,211760,carbonate indet.,,46.353333,12.145,246.7,241.464
Ceratites fuchsi,Anisian,,211764,carbonate indet.,,45.985558,10.671111,246.7,241.464
Semiornites aviticus,Anisian,,136189,carbonate indet.,,45.939999,10.64,246.7,241.464
Semiornites aviticus,Illyrian,,211765,carbonate indet.,,46.176945,10.603611,243.33,241.464
Semiornites aviticus,Anisian,,136184,carbonate indet.,,45.945,9.68,246.7,241.464
Lardaroceras barrandei,Illyrian,,211766,carbonate indet.,,46.922501,17.610001,243.33,241.464
Semiornites cordevolicus,Illyrian,,211767,carbonate indet.,,46.495277,11.9175,243.33,241.464
Ceratites petersi,Illyrian,,136996,carbonate indet.,Schreyeralm,47.575001,13.592,243.33,241.464
Ceratites petersi,Anisian,,203454,carbonate indet.,,47.014168,17.953056,246.7,241.464
Semiornites cordevolicus,Anisian,,203454,carbonate indet.,,47.014168,17.953056,246.7,241.464
Paraceratites rothi,Anisian,,203454,carbonate indet.,,47.014168,17.953056,246.7,241.464
Ceratites riccardi,Anisian,,136961,carbonate indet.,,45.945,10.643,246.7,241.464
Ceratites riccardi,Illyrian,,211768,marine indet.,,45.975277,10.605833,243.33,241.464
Ceratites riccardi,Anisian,,136186,carbonate indet.,,45.82,10.41,246.7,241.464
Ceratites riccardi,Illyrian,,211769,marine indet.,,45.71611,10.401111,243.33,241.464
Ceratites riccardi,Anisian,,211770,carbonate indet.,,46.988609,17.699167,246.7,241.464
Rieppelites cimeganus,Anisian,,136960,carbonate indet.,,45.91,10.615,246.7,241.464
Paraceratites trinodosus,Illyrian,,136996,carbonate indet.,Schreyeralm,47.575001,13.592,243.33,241.464
Paraceratites trinodosus,Anisian,,211770,carbonate indet.,,46.988609,17.699167,246.7,241.464
Paraceratites trinodosus,Anisian,,203454,carbonate indet.,,47.014168,17.953056,246.7,241.464
Paraceratites trinodosus,Illyrian,,211766,carbonate indet.,,46.922501,17.610001,243.33,241.464
Paraceratites trinodosus,Pelsonian,,203384,marine indet.,,46.929443,17.831667,244.24,243.33
Paraceratites trinodosus,Anisian,,136189,carbonate indet.,,45.939999,10.64,246.7,241.464
Paraceratites trinodosus,Anisian,,136961,carbonate indet.,,45.945,10.643,246.7,241.464
Paraceratites trinodosus,Anisian,,136188,carbonate indet.,,46.005001,10.695,246.7,241.464
Paraceratites trinodosus,Illyrian,,211768,marine indet.,,45.975277,10.605833,243.33,241.464
Paraceratites trinodosus,Anisian,,136186,carbonate indet.,,45.82,10.41,246.7,241.464
Paraceratites trinodosus,Anisian,,211762,carbonate indet.,Buchenstein,45.744167,10.223333,246.7,241.464
Paraceratites trinodosus,Anisian,,211798,carbonate indet.,,46.093887,9.413333,246.7,241.464
Paraceratites trinodosus,Illyrian,,211769,marine indet.,,45.71611,10.401111,243.33,241.464
Paraceratites trinodosus,Anisian,,203399,carbonate indet.,,46.008888,10.155,246.7,241.464
Paraceratites trinodosus,Anisian,,136184,carbonate indet.,,45.945,9.68,246.7,241.464
Paraceratites trinodosus,Anisian,Ladinian,86708,lagoonal/restricted shallow subtidal,Besano,45.888889,8.890278,246.7,237.0
Paraceratites elegans,Illyrian,,136996,carbonate indet.,Schreyeralm,47.575001,13.592,243.33,241.464
Bulogites superbus,Illyrian,,136996,carbonate indet.,Schreyeralm,47.575001,13.592,243.33,241.464
Megaceratites subnodosus,Illyrian,,136996,carbonate indet.,Schreyeralm,47.575001,13.592,243.33,241.464
Megaceratites subnodosus,Pelsonian,,203384,marine indet.,,46.929443,17.831667,244.24,243.33
Ceratites luganensis,Anisian,,203358,carbonate indet.,,45.976944,8.9475,246.7,241.464
Ceratites beyrichi,Anisian,,136189,carbonate indet.,,45.939999,10.64,246.7,241.464
Ceratites beyrichi,Anisian,,136184,carbonate indet.,,45.945,9.68,246.7,241.464
Paraceratites trinodosus,Anisian,,211799,carbonate indet.,,47.488335,10.718333,246.7,241.464
Paraceratites elegans,Anisian,,211799,carbonate indet.,,47.488335,10.718333,246.7,241.464
Ceratites beyrichi,Anisian,,211799,carbonate indet.,,47.488335,10.718333,246.7,241.464
Ceratites,Anisian,,211799,carbonate indet.,,47.488335,10.718333,246.7,241.464
Parakellnerites hungaricus,Illyrian,,211800,carbonate indet.,,47.014999,17.934999,243.33,241.464
Parakellnerites hungaricus,Anisian,,136961,carbonate indet.,,45.945,10.643,246.7,241.464
Kellnerites felsoeoersensis,Illyrian,,211800,carbonate indet.,,47.014999,17.934999,243.33,241.464
Parakellnerites boeckhi,Illyrian,,211800,carbonate indet.,,47.014999,17.934999,243.33,241.464
Paraceratites brembanus,Anisian,,136184,carbonate indet.,,45.945,9.68,246.7,241.464
Paraceratites brembanus,Anisian,,211762,carbonate indet.,Buchenstein,45.744167,10.223333,246.7,241.464
Paraceratites brembanus,Anisian,,136961,carbonate indet.,,45.945,10.643,246.7,241.464
Paraceratites brembanus,Illyrian,,211765,carbonate indet.,,46.176945,10.603611,243.33,241.464
Paraceratites brembanus,Anisian,,136189,carbonate indet.,,45.939999,10.64,246.7,241.464
Paraceratites brembanus,Anisian,Ladinian,86708,lagoonal/restricted shallow subtidal,Besano,45.888889,8.890278,246.7,237.0
Paraceratites brembanus,Anisian,,211803,carbonate indet.,,45.866669,8.805556,246.7,241.464
Bulogites zoldianus,Anisian,,211760,carbonate indet.,,46.353333,12.145,246.7,241.464
Reiflingites gosaviensis,Illyrian,,136996,carbonate indet.,Schreyeralm,47.575001,13.592,243.33,241.464
Paraceratites vindelicus,Anisian,,211799,carbonate indet.,,47.488335,10.718333,246.7,241.464
Chieseiceras pemphix,Anisian,,203358,carbonate indet.,,45.976944,8.9475,246.7,241.464
Chieseiceras pemphix,Anisian,,211804,carbonate indet.,,45.999443,9.382778,246.7,241.464
Schreyerites binodosus,Anisian,,211806,carbonate indet.,,46.720833,12.136944,246.7,241.464
Ceratites loretzi,Anisian,,211806,carbonate indet.,,46.720833,12.136944,246.7,241.464
Bulogites zoldianus,Anisian,,211806,carbonate indet.,,46.720833,12.136944,246.7,241.464
Philippites erasmi,Anisian,,211806,carbonate indet.,,46.720833,12.136944,246.7,241.464
Chieseiceras chiesense,Anisian,,211762,carbonate indet.,Buchenstein,45.744167,10.223333,246.7,241.464
Arpadites arpadis,Anisian,,135878,carbonate indet.,,45.709999,10.22,246.7,241.464
Arpadites arpadis,Anisian,,128184,carbonate indet.,,45.700001,11.216667,246.7,241.464
Parakellnerites boeckhi,Illyrian,,190023,carbonate indet.,Buchenstein,45.935001,10.635,243.33,241.464
Ticinites hantkeni,Illyrian,,190023,carbonate indet.,Buchenstein,45.935001,10.635,243.33,241.464
Balatonites ottonis,Anisian,,203380,marine indet.,,46.010555,9.284722,246.7,241.464
Balatonites ottonis,Anisian,,211806,carbonate indet.,,46.720833,12.136944,246.7,241.464
Balatonites balatonicus,Anisian,,211898,carbonate indet.,,45.701111,10.388056,246.7,241.464
Balatonites balatonicus,Anisian,,211752,carbonate indet.,,46.510277,13.044444,246.7,241.464
Balatonites balatonicus,Pelsonian,,128187,carbonate indet.,Felsõörs,46.889999,17.629999,244.24,243.33
Balatonites bragsensis,Anisian,,211806,carbonate indet.,,46.720833,12.136944,246.7,241.464
Balatonites zitteli,Illyrian,,136996,carbonate indet.,Schreyeralm,47.575001,13.592,243.33,241.464
Balatonites zitteli,Anisian,,211770,carbonate indet.,,46.988609,17.699167,246.7,241.464
Balatonites gemmatus,Illyrian,,136996,carbonate indet.,Schreyeralm,47.575001,13.592,243.33,241.464
Balatonites golsensis,Anisian,,211806,carbonate indet.,,46.720833,12.136944,246.7,241.464
Balatonites ottonis,Anisian,,211899,carbonate indet.,Plattenkalk,46.025833,10.1475,246.7,241.464
Balatonites golsensis,Anisian,,211899,carbonate indet.,Plattenkalk,46.025833,10.1475,246.7,241.464
Balatonites,Anisian,,211760,carbonate indet.,,46.353333,12.145,246.7,241.464
Judicarites euryomphalus,Anisian,,136189,carbonate indet.,,45.939999,10.64,246.7,241.464
Judicarites euryomphalus,Anisian,,136961,carbonate indet.,,45.945,10.643,246.7,241.464
Judicarites euryomphalus,Illyrian,,211765,carbonate indet.,,46.176945,10.603611,243.33,241.464
Judicarites euryomphalus,Anisian,,136186,carbonate indet.,,45.82,10.41,246.7,241.464
Judicarites euryomphalus,Anisian,,211764,carbonate indet.,,45.985558,10.671111,246.7,241.464
Judicarites euryomphalus,Illyrian,,211769,marine indet.,,45.71611,10.401111,243.33,241.464
Judicarites euryomphalus,Anisian,,211900,carbonate indet.,,45.947498,10.204167,246.7,241.464
Judicarites euryomphalus,Anisian,Ladinian,86708,lagoonal/restricted shallow subtidal,Besano,45.888889,8.890278,246.7,237.0
Judicarites arietiformis,Anisian,,136189,carbonate indet.,,45.939999,10.64,246.7,241.464
Judicarites arietiformis,Anisian,Ladinian,86708,lagoonal/restricted shallow subtidal,Besano,45.888889,8.890278,246.7,237.0
Balatonites prezzanus,Anisian,,136189,carbonate indet.,,45.939999,10.64,246.7,241.464
Balatonites prezzanus,Anisian,,136961,carbonate indet.,,45.945,10.643,246.7,241.464
Balatonites prezzanus,Illyrian,,211768,marine indet.,,45.975277,10.605833,243.33,241.464
Balatonites prezzanus,Illyrian,,211765,carbonate indet.,,46.176945,10.603611,243.33,241.464
Balatonites stradanus,Anisian,,136961,carbonate indet.,,45.945,10.643,246.7,241.464
Balatonites stradanus,Illyrian,,211768,marine indet.,,45.975277,10.605833,243.33,241.464
Judicarites meneghinii,Illyrian,,211768,marine indet.,,45.975277,10.605833,243.33,241.464
Claraia stachei,Griesbachian,,211930,offshore ramp,Vardebukta,78.093613,13.838333,251.902,250.5
Claraia stachei,Griesbachian,,211931,offshore ramp,Vardebukta,78.093613,13.838333,251.902,250.5
Myalina vetusta,Griesbachian,,211932,offshore ramp,Vardebukta,78.093613,13.838333,251.902,250.5
Ammonoidea,Griesbachian,,211930,offshore ramp,Vardebukta,78.093613,13.838333,251.902,250.5
Ammonoidea,Griesbachian,,211933,offshore ramp,Vardebukta,78.093613,13.838333,251.902,250.5
Myalina vetusta,Griesbachian,Dienerian,211934,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Unionites breviformis,Griesbachian,Dienerian,211934,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Myalina degeeri,Griesbachian,Dienerian,211935,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Myalina degeeri,Griesbachian,Dienerian,211936,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Unionites breviformis,Griesbachian,Dienerian,211936,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Myalina degeeri,Griesbachian,Dienerian,211937,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Myalina degeeri,Griesbachian,Dienerian,211938,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Unionites breviformis,Griesbachian,Dienerian,211939,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Unionites breviformis,Griesbachian,Dienerian,211940,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Unionites fassaensis,Griesbachian,Dienerian,211940,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Lingularia borealis,Griesbachian,Dienerian,211941,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Lingularia tenuissima,Griesbachian,Dienerian,211941,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Unionites fassaensis,Griesbachian,Dienerian,211942,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Lingularia borealis,Griesbachian,Dienerian,211943,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Lingularia tenuissima,Griesbachian,Dienerian,211943,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Unionites canalensis,Griesbachian,Dienerian,211944,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Myalina,Griesbachian,Dienerian,211944,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Lingularia borealis,Griesbachian,Dienerian,211945,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Lingularia tenuissima,Griesbachian,Dienerian,211945,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Bakevellia exporrecta,Griesbachian,Dienerian,211946,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Ammonoidea,Griesbachian,Dienerian,211947,offshore ramp,Vardebukta,78.093613,13.838333,251.902,249.9
Discina spitzbergensis,Griesbachian,,211948,offshore ramp,Vardebukta,78.539169,15.265556,251.902,250.5
Lingula,Griesbachian,,211948,offshore ramp,Vardebukta,78.539169,15.265556,251.902,250.5
Eumorphotis multiformis,Griesbachian,,211948,offshore ramp,Vardebukta,78.539169,15.265556,251.902,250.5
Pseudomonotis,Griesbachian,,211948,offshore ramp,Vardebukta,78.539169,15.265556,251.902,250.5
Bakevellia exporrecta,Griesbachian,,211948,offshore ramp,Vardebukta,78.539169,15.265556,251.902,250.5
Unionites,Griesbachian,,211948,offshore ramp,Vardebukta,78.539169,15.265556,251.902,250.5
Pseudomonotis,Griesbachian,Dienerian,211949,offshore ramp,Vardebukta,77.713608,14.688611,251.902,249.9
Aviculopecten lindstroemi,Griesbachian,Dienerian,211949,offshore ramp,Vardebukta,77.713608,14.688611,251.902,249.9
Aviculopecten toulai,Griesbachian,Dienerian,211949,offshore ramp,Vardebukta,77.713608,14.688611,251.902,249.9
Unionites canalensis,Griesbachian,Dienerian,211949,offshore ramp,Vardebukta,77.713608,14.688611,251.902,249.9
Unionites fassaensis,Griesbachian,Dienerian,211949,offshore ramp,Vardebukta,77.713608,14.688611,251.902,249.9
Unionites breviformis,Griesbachian,Dienerian,211949,offshore ramp,Vardebukta,77.713608,14.688611,251.902,249.9
Terebratula,Griesbachian,Dienerian,211949,offshore ramp,Vardebukta,77.713608,14.688611,251.902,249.9
Myalina degeeri,Griesbachian,Dienerian,211950,offshore ramp,Vardebukta,77.713608,14.688611,251.902,249.9
Warthia borealis,Griesbachian,Dienerian,211950,offshore ramp,Vardebukta,77.713608,14.688611,251.902,249.9
Lingularia borealis,Griesbachian,Dienerian,211950,offshore ramp,Vardebukta,77.713608,14.688611,251.902,249.9
Lingularia tenuissima,Griesbachian,Dienerian,211950,offshore ramp,Vardebukta,77.713608,14.688611,251.902,249.9
Myalina,Griesbachian,,211951,offshore ramp,Vardebukta,77.555832,14.886389,251.902,250.5
Gervillia,Griesbachian,,211951,offshore ramp,Vardebukta,77.555832,14.886389,251.902,250.5
Unionites,Griesbachian,,211951,offshore ramp,Vardebukta,77.555832,14.886389,251.902,250.5
Lingularia borealis,Griesbachian,,211952,offshore ramp,Vardebukta,76.957497,15.864167,251.902,250.5
Lingularia tenuissima,Griesbachian,,211952,offshore ramp,Vardebukta,76.957497,15.864167,251.902,250.5
Myalina,Griesbachian,,211953,offshore ramp,Vardebukta,76.957497,15.864167,251.902,250.5
Gervillia,Griesbachian,,211953,offshore ramp,Vardebukta,76.957497,15.864167,251.902,250.5
Gyronites,Spathian,,211957,offshore ramp,Tvillingodden,78.098335,13.876389,248.1,246.7
Claraia clarai,Spathian,,211957,offshore ramp,Tvillingodden,78.098335,13.876389,248.1,246.7
Posidonia,Spathian,,211958,offshore ramp,Tvillingodden,78.098335,13.876389,248.1,246.7
Spiriferina,Anisian,,211959,marine indet.,Bravaisberget,78.098335,13.876389,246.7,241.464
Terebratula,Anisian,,211959,marine indet.,Bravaisberget,78.098335,13.876389,246.7,241.464
Frechites laqueatus,Anisian,,211960,marine indet.,Bravaisberget,78.098335,13.876389,246.7,241.464
Frechites laqueatus,Anisian,,211960,marine indet.,Bravaisberget,78.098335,13.876389,246.7,241.464
Eutomoceras laubei,Anisian,,211961,marine indet.,Bravaisberget,78.098335,13.876389,246.7,241.464
Hollandites,Anisian,,211962,marine indet.,Bravaisberget,78.098335,13.876389,246.7,241.464
Gymnotoceras,Anisian,,211962,marine indet.,Bravaisberget,78.098335,13.876389,246.7,241.464
Eutomoceras,Anisian,,211968,marine indet.,Botneheia,78.57917,15.293056,246.7,241.464
Peribositria mimer,Smithian,,211970,offshore ramp,Vikinghogda,78.57917,15.293056,249.9,248.1
Arctoceras,Smithian,,211970,offshore ramp,Vikinghogda,78.57917,15.293056,249.9,248.1
Peribositria mimer,Spathian,,211971,offshore ramp,,78.57917,15.293056,248.1,246.7
Arctoceras,Spathian,,211971,offshore ramp,,78.57917,15.293056,248.1,246.7
Eutomoceras,Anisian,,211973,offshore ramp,Botneheia,78.57917,15.293056,246.7,241.464
Peribositria mimer,Spathian,,211981,offshore ramp,Vikinghogda,78.57917,15.293056,248.1,246.7
Arctoceras,Spathian,,211981,offshore ramp,Vikinghogda,78.57917,15.293056,248.1,246.7
Eutomoceras,Anisian,,211983,offshore ramp,Botneheia,78.57917,15.293056,246.7,241.464
Gymnotoceras,Anisian,,211984,offshore ramp,Botneheia,78.57917,15.293056,246.7,241.464
Peribositria mimer,Spathian,,211986,offshore ramp,Vikinghogda,78.57917,15.293056,248.1,246.7
Arctoceras,Spathian,,211986,offshore ramp,Vikinghogda,78.57917,15.293056,248.1,246.7
Prosphingites,Spathian,,211986,offshore ramp,Vikinghogda,78.57917,15.293056,248.1,246.7
Arctoceras oebergi,Smithian,,211987,offshore ramp,Vikinghogda,78.331108,16.481667,249.9,248.1
Danubites,Smithian,,211987,offshore ramp,Vikinghogda,78.331108,16.481667,249.9,248.1
Prosphingites,Smithian,,211987,offshore ramp,Vikinghogda,78.331108,16.481667,249.9,248.1
Pseudosageceras,Smithian,,211987,offshore ramp,Vikinghogda,78.331108,16.481667,249.9,248.1
Peribositria mimer,Smithian,,211987,offshore ramp,Vikinghogda,78.331108,16.481667,249.9,248.1
Arctoceras,Smithian,,211989,offshore ramp,Vikinghogda,78.331108,16.481667,249.9,248.1
Peribositria mimer,Smithian,,211989,offshore ramp,Vikinghogda,78.331108,16.481667,249.9,248.1
Keyserlingites,Spathian,,211991,offshore ramp,Vikinghogda,78.331108,16.481667,248.1,246.7
Keyserlingites,Anisian,,211993,offshore ramp,Botneheia,78.331108,16.481667,246.7,241.464
Hollandites,Anisian,,211994,offshore ramp,Botneheia,78.331108,16.481667,246.7,241.464
Gymnotoceras,Anisian,,211994,offshore ramp,Botneheia,78.331108,16.481667,246.7,241.464
Otoceras woodwardi,Griesbachian,,212072,offshore ramp,Vikinghogda,78.297218,16.713057,251.902,250.5
Hypophiceras gracile,Griesbachian,,212072,offshore ramp,Vikinghogda,78.297218,16.713057,251.902,250.5
Ophiceras,Griesbachian,,212072,offshore ramp,Vikinghogda,78.297218,16.713057,251.902,250.5
Ophiceras (Discophiceras) compressum,Griesbachian,,212072,offshore ramp,Vikinghogda,78.297218,16.713057,251.902,250.5
Ophiceras (Discophiceras) kochi,Griesbachian,,212072,offshore ramp,Vikinghogda,78.297218,16.713057,251.902,250.5
Ophiceras (Acanthophiceras) poulseni,Griesbachian,,212072,offshore ramp,Vikinghogda,78.297218,16.713057,251.902,250.5
