genus,interval,survived,occurrence_count,collection_count,environment_breadth,formation_breadth,duration,sampling_intensity,lat_range,lng_range,lazarus
Ceratites,Smithian,1,123,83,5,11,5,123,73.649442,259.433334,0
Ceratites,Spathian,0,123,83,5,11,5,123,73.649442,259.433334,0
Ceratites,Pelsonian,1,123,83,5,11,5,123,73.649442,259.433334,0
Ceratites,Illyrian,1,123,83,5,11,5,123,73.649442,259.433334,0
Ceratitida,Griesbachian,1,30,24,9,9,6,30,52.273998,225.014,0
Ceratitida,Dienerian,1,30,24,9,9,6,30,52.273998,225.014,0
Ceratitida,Smithian,1,30,24,9,9,6,30,52.273998,225.014,0
Ceratitida,Spathian,0,30,24,9,9,6,30,52.273998,225.014,0
Ceratitida,Illyrian,1,30,24,9,9,6,30,52.273998,225.014,0
Ceratitidae,Pelsonian,1,6,5,2,4,2,6,10.332778999999995,12.966943999999998,0
Ceratitidae,Illyrian,0,6,5,2,4,2,6,10.332778999999995,12.966943999999998,0
Ceraunocochlis,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Chaenomya,Changhsingian,0,2,2,2,1,1,2,17.102998,28.13500300000001,0
Changhsingoceras,Changhsingian,0,18,16,5,7,1,18,48.718723,156.72500100000002,0
Chaohochonetes,Changhsingian,0,8,7,1,2,1,8,5.289998999999998,11.395004,0
Chaotianoceras,Changhsingian,0,17,12,5,2,1,17,1.0850009999999983,2.5,0
Chartronella,Griesbachian,1,30,28,5,5,4,30,19.925598,246.19194,0
Chartronella,Dienerian,1,30,28,5,5,4,30,19.925598,246.19194,0
Chartronella,Smithian,1,30,28,5,5,4,30,19.925598,246.19194,0
Chartronella,Spathian,0,30,28,5,5,4,30,19.925598,246.19194,0
Cheilotomona,Pelsonian,0,15,15,3,2,2,15,7.620001000000002,3.7400050000000107,1
Chenxianoproductus,Changhsingian,0,11,9,5,3,1,11,4.992100000000001,6.41819799999999,0
Chieseiceras,Illyrian,1,21,18,3,6,2,21,9.421670000000006,14.123057000000001,0
Chioceras,Spathian,0,6,5,2,1,1,6,0.3638919999999999,115.48559999999999,0
Chiotites,Spathian,0,2,1,1,0,1,2,0.0,0.0,0
Chiratites,Pelsonian,0,2,1,1,0,1,2,0.0,0.0,0
Chivatschella,Changhsingian,0,2,2,2,1,1,2,0.029998999999996556,0.13999899999998888,0
Chlamys,Smithian,1,12,11,4,7,4,12,48.236946,241.087784,1
Chlamys,Spathian,0,12,11,4,7,4,12,48.236946,241.087784,1
Chlamys,Bithynian,0,12,11,4,7,4,12,48.236946,241.087784,1
Chonetella,Changhsingian,0,11,11,3,3,1,11,15.295999000000002,66.114997,0
Chonetes,Changhsingian,1,10,8,3,4,2,10,17.949998,66.80999700000001,0
Chonetes,Griesbachian,0,10,8,3,4,2,10,17.949998,66.80999700000001,0
Chonetidae,Changhsingian,0,4,4,1,2,1,4,2.4013880000000007,179.229164,0
Chonetidina,Changhsingian,0,3,3,2,3,1,3,2.149999000000001,219.365166,0
Chonetinella,Changhsingian,0,16,15,3,5,1,16,9.960000999999998,50.67306500000001,0
Chonetoidea,Changhsingian,0,5,5,1,3,1,5,2.752997999999998,187.220833,0
Chonopectoides,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Choristitella,Changhsingian,0,2,2,1,1,1,2,0.17616600000000204,0.13949600000000828,0
Chuanyanella,Changhsingian,0,4,3,1,1,1,4,0.0,0.0,0
Chuluaria,Smithian,1,14,14,4,5,2,14,51.883335,271.789993,0
Chuluaria,Spathian,0,14,14,4,5,2,14,51.883335,271.789993,0
Churkites,Smithian,0,43,43,7,4,1,43,9.958000000000006,246.643997,0
Cibecuia,Changhsingian,0,2,2,1,1,1,2,0.03611200000000281,0.03055499999999256,0
Cimidae,Pelsonian,0,2,2,1,1,1,2,0.0,0.0,0
Cinclidonema,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Cladiscitidae,Spathian,0,2,2,1,1,2,2,15.071500999999998,61.959603,0
Cladiscitidae,Illyrian,0,2,2,1,1,2,2,15.071500999999998,61.959603,0
Claraia,Changhsingian,1,1053,719,20,51,7,1053,110.050003,285.60167,0
Claraia,Griesbachian,1,1053,719,20,51,7,1053,110.050003,285.60167,0
Claraia,Dienerian,1,1053,719,20,51,7,1053,110.050003,285.60167,0
Claraia,Smithian,1,1053,719,20,51,7,1053,110.050003,285.60167,0
Claraia,Spathian,0,1053,719,20,51,7,1053,110.050003,285.60167,0
Claraia,Illyrian,1,1053,719,20,51,7,1053,110.050003,285.60167,0
Claraioides,Changhsingian,0,10,7,4,4,1,10,39.729997,111.90000500000001,0
Clavicosta,Changhsingian,0,6,6,2,1,1,6,0.8820000000000014,1.098998999999992,0
Cleidophorus,Changhsingian,0,2,2,1,1,1,2,0.11500200000000405,0.09999899999999684,0
Cleiothyridellina,Changhsingian,0,26,26,2,1,1,26,0.972999999999999,1.24600199999999,0
Cleiothyridina,Changhsingian,0,73,59,7,6,1,73,78.629997,97.319992,0
Clivotirolites,Changhsingian,0,7,7,2,1,1,7,0.0031990000000021723,0.001979999999996096,0
Clypeoceras,Dienerian,1,13,13,4,4,3,13,56.57715,83.16956300000001,0
Clypeoceras,Smithian,1,13,13,4,4,3,13,56.57715,83.16956300000001,0
Clypeoceras,Spathian,0,13,13,4,4,3,13,56.57715,83.16956300000001,0
Clypeoceratoides,Smithian,0,13,12,1,0,1,13,13.069995999999996,33.799994999999996,0
Clypites,Dienerian,1,17,16,6,9,2,17,18.275598000000002,250.487702,0
Clypites,Smithian,0,17,16,6,9,2,17,18.275598000000002,250.487702,0
Codinella,Illyrian,1,12,11,3,2,2,12,12.545597,92.8277,0
Coelopis,Pelsonian,0,5,5,1,1,1,5,0.0,0.0,0
Coelostylina,Changhsingian,1,141,128,16,16,8,141,27.299999,246.19194,1
Coelostylina,Griesbachian,1,141,128,16,16,8,141,27.299999,246.19194,1
Coelostylina,Dienerian,1,141,128,16,16,8,141,27.299999,246.19194,1
Coelostylina,Smithian,1,141,128,16,16,8,141,27.299999,246.19194,1
Coelostylina,Spathian,0,141,128,16,16,8,141,27.299999,246.19194,1
Coelostylina,Bithynian,1,141,128,16,16,8,141,27.299999,246.19194,1
Coelostylina,Pelsonian,0,141,128,16,16,8,141,27.299999,246.19194,1
Coelostylinidae,Pelsonian,0,4,4,1,1,1,4,0.0,0.0,0
Coenothyris,Pelsonian,1,121,101,12,19,3,121,30.133331,98.195557,0
Coenothyris,Illyrian,1,121,101,12,19,3,121,30.133331,98.195557,0
Coledium,Changhsingian,0,4,4,3,2,1,4,0.015999999999998238,1.7739940000000018,0
Collabrina,Changhsingian,0,18,18,2,1,1,18,0.9799999999999969,1.24600199999999,0
Collemataria,Changhsingian,0,3,3,3,3,1,3,0.5299990000000001,11.334998999999996,0
Collignonites,Dienerian,1,3,3,2,2,2,3,45.916,57.932999,0
Collignonites,Smithian,0,3,3,2,2,2,3,45.916,57.932999,0
Columbisculites,Aegean,0,2,2,1,1,1,2,0.03900100000000606,0.03700200000000109,0
Columbites,Spathian,0,61,50,5,8,1,61,22.648002999999996,243.742004,0
Columboceras,Aegean,0,1,1,1,1,1,1,0.0,0.0,0
Comelicania,Changhsingian,0,27,23,5,3,1,27,0.7249980000000065,0.75,0
Comelicothyris,Changhsingian,0,13,10,3,3,1,13,0.6290010000000024,1.6450000000000014,0
Composita,Changhsingian,0,11,11,2,1,1,11,1.3901010000000014,1.3569029999999884,0
Compressoproductus,Changhsingian,0,39,33,6,7,1,39,25.464997999999998,101.621994,0
Comuquia,Changhsingian,0,6,6,1,1,1,6,0.30999700000000274,0.6549989999999966,0
Confusionella,Smithian,0,18,18,3,3,1,18,3.3986129999999974,3.4025039999999933,0
Constrigymnites,Pelsonian,0,7,7,1,1,1,7,0.04999999999999716,0.23000399999999388,0
Contraspina,Changhsingian,0,12,12,5,5,1,12,5.170000000000002,12.215003999999993,0
Coolkilella,Changhsingian,0,8,8,2,1,1,8,0.25,2.2389980000000094,0
Corbula,Illyrian,0,1,1,1,0,1,1,0.0,0.0,0
Cordillerites,Griesbachian,0,25,25,6,7,3,25,47.5,255.693001,1
Cordillerites,Smithian,1,25,25,6,7,3,25,47.5,255.693001,1
Cordillerites,Spathian,0,25,25,6,7,3,25,47.5,255.693001,1
Coronopsis,Changhsingian,0,1,1,1,0,1,1,0.0,0.0,0
Coscaites,Spathian,0,4,4,2,1,1,4,0.6907989999999984,0.18600499999999442,0
Cossmannina,Griesbachian,0,1,1,1,1,1,1,0.0,0.0,0
Costatoria,Changhsingian,1,97,93,12,22,9,97,45.370278,248.84372,1
Costatoria,Griesbachian,1,97,93,12,22,9,97,45.370278,248.84372,1
Costatoria,Dienerian,1,97,93,12,22,9,97,45.370278,248.84372,1
Costatoria,Smithian,1,97,93,12,22,9,97,45.370278,248.84372,1
Costatoria,Spathian,1,97,93,12,22,9,97,45.370278,248.84372,1
Costatoria,Aegean,0,97,93,12,22,9,97,45.370278,248.84372,1
Costatoria,Pelsonian,1,97,93,12,22,9,97,45.370278,248.84372,1
Costatoria,Illyrian,1,97,93,12,22,9,97,45.370278,248.84372,1
Costatumulus,Changhsingian,0,26,25,5,4,1,26,8.658332999999999,37.030006,0
Costiferina,Changhsingian,0,24,19,3,7,1,24,5.684999000000001,15.510002,0
Costigymnites,Bithynian,0,1,1,1,1,1,1,0.0,0.0,0
Costirhynchopsis,Aegean,1,84,72,7,13,5,84,25.385000999999995,89.09444300000001,0
Costirhynchopsis,Bithynian,1,84,72,7,13,5,84,25.385000999999995,89.09444300000001,0
Costirhynchopsis,Pelsonian,1,84,72,7,13,5,84,25.385000999999995,89.09444300000001,0
Costirhynchopsis,Illyrian,1,84,72,7,13,5,84,25.385000999999995,89.09444300000001,0
Costispinifera,Changhsingian,0,2,2,1,1,1,2,0.11499999999999844,0.11500499999999647,0
Costispiniferini,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Costispiriferina,Pelsonian,0,6,6,3,3,1,6,1.576667999999998,8.171389,0
Costisteges,Changhsingian,0,2,2,1,2,1,2,1.3533329999999992,1.1613920000000064,0
Courtilloticeras,Spathian,0,2,2,1,1,1,2,0.0,0.0,0
Cowboyiceras,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Crassispirifer,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Crenipecten,Changhsingian,0,6,6,3,4,1,6,2.25,6.639999000000003,0
Crenispirifer,Changhsingian,0,23,22,4,5,1,23,7.322001,14.943999999999988,0
Cristaflabellum,Bithynian,0,2,2,2,2,2,2,7.563499,70.320497,0
Crittendenia,Griesbachian,1,76,70,10,16,6,76,88.579165,246.141998,1
Crittendenia,Dienerian,1,76,70,10,16,6,76,88.579165,246.141998,1
Crittendenia,Smithian,1,76,70,10,16,6,76,88.579165,246.141998,1
Crittendenia,Spathian,0,76,70,10,16,6,76,88.579165,246.141998,1
Crittendenia,Pelsonian,0,76,70,10,16,6,76,88.579165,246.141998,1
Cruricella,Changhsingian,0,5,5,2,2,1,5,7.298000999999999,5.221000000000004,0
Crurithyris,Changhsingian,1,77,72,9,11,3,77,80.162003,78.31446099999998,0
Crurithyris,Griesbachian,1,77,72,9,11,3,77,80.162003,78.31446099999998,0
Crurithyris,Dienerian,0,77,72,9,11,3,77,80.162003,78.31446099999998,0
Cryptacanthia,Changhsingian,0,2,2,1,1,1,2,0.0,0.0,0
Cryptonerita,Pelsonian,0,3,3,2,2,1,3,22.489331999999997,87.23499699999999,0
Cuccoceras,Bithynian,1,14,13,2,6,3,14,107.327774,202.85806300000002,1
Cuccoceras,Pelsonian,0,14,13,2,6,3,14,107.327774,202.85806300000002,1
Cultriopsis,Bithynian,0,1,1,1,1,1,1,0.0,0.0,0
Curionia,Pelsonian,0,7,4,1,2,2,7,11.156669999999998,7.303336999999999,1
Cyclobathmus,Spathian,0,1,1,1,0,1,1,0.0,0.0,0
Cyclolobus,Changhsingian,0,4,4,2,2,1,4,6.317002000000002,69.63599400000001,0
Cylindritopsis,Changhsingian,0,7,6,4,1,1,7,2.937999999999999,3.7600029999999975,0
Cylindrobullina,Smithian,0,3,3,1,1,1,3,0.04610900000000129,0.018608000000000402,0
Cyrolexis,Changhsingian,0,6,5,3,2,1,6,4.299999,13.587097,0
Cyrtina,Pelsonian,0,13,13,1,1,1,13,0.0,0.0,0
Cyrtorostra,Changhsingian,0,9,9,2,4,1,9,4.639999000000003,11.25,0
Czekanowskites,Smithian,1,22,22,2,3,6,22,20.569995999999996,278.995003,1
Czekanowskites,Spathian,1,22,22,2,3,6,22,20.569995999999996,278.995003,1
Czekanowskites,Aegean,1,22,22,2,3,6,22,20.569995999999996,278.995003,1
Czekanowskites,Bithynian,1,22,22,2,3,6,22,20.569995999999996,278.995003,1
Czekanowskites,Pelsonian,0,22,22,2,3,6,22,20.569995999999996,278.995003,1
Dacromya,Changhsingian,1,7,7,4,3,4,7,50.525600000000004,104.79250000000002,0
Dacromya,Griesbachian,0,7,7,4,3,4,7,50.525600000000004,104.79250000000002,0
Dacromya,Spathian,0,7,7,4,3,4,7,50.525600000000004,104.79250000000002,0
Dacryomya,Griesbachian,0,12,12,2,4,6,12,49.36888499999999,25.173614,1
Dacryomya,Spathian,1,12,12,2,4,6,12,49.36888499999999,25.173614,1
Dacryomya,Aegean,1,12,12,2,4,6,12,49.36888499999999,25.173614,1
Dacryomya,Bithynian,0,12,12,2,4,6,12,49.36888499999999,25.173614,1
Dacryomya,Illyrian,1,12,12,2,4,6,12,49.36888499999999,25.173614,1
Dagnoceras,Smithian,1,10,8,4,3,2,10,52.087832999999996,236.080002,0
Dagnoceras,Spathian,0,10,8,4,3,2,10,52.087832999999996,236.080002,0
Dagyssia,Pelsonian,0,19,19,4,1,2,19,0.3066670000000009,0.8566670000000016,1
Dalmatites,Smithian,1,15,15,2,2,3,15,16.333332,191.575332,0
Dalmatites,Spathian,0,15,15,2,2,3,15,16.333332,191.575332,0
Damesiella,Pelsonian,0,1,1,1,1,1,1,0.0,0.0,0
Danubites,Griesbachian,0,29,20,4,7,7,29,86.829997,140.408,1
Danubites,Smithian,0,29,20,4,7,7,29,86.829997,140.408,1
Danubites,Aegean,1,29,20,4,7,7,29,86.829997,140.408,1
Danubites,Bithynian,1,29,20,4,7,7,29,86.829997,140.408,1
Danubites,Pelsonian,1,29,20,4,7,7,29,86.829997,140.408,1
Danubites,Illyrian,1,29,20,4,7,7,29,86.829997,140.408,1
Daonella,Smithian,1,251,184,16,34,7,251,124.5625,291.375008,0
Daonella,Spathian,1,251,184,16,34,7,251,124.5625,291.375008,0
Daonella,Aegean,1,251,184,16,34,7,251,124.5625,291.375008,0
Daonella,Bithynian,1,251,184,16,34,7,251,124.5625,291.375008,0
Daonella,Pelsonian,1,251,184,16,34,7,251,124.5625,291.375008,0
Daonella,Illyrian,1,251,184,16,34,7,251,124.5625,291.375008,0
Dareithyris,Bithynian,0,2,2,1,1,1,2,0.0,0.0,0
Dasysaria,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Daubichites,Changhsingian,0,1,1,1,0,1,1,0.0,0.0,0
Decurtella,Pelsonian,1,62,60,8,9,3,62,8.361388999999996,34.66,0
Decurtella,Illyrian,1,62,60,8,9,3,62,8.361388999999996,34.66,0
Delphinulopsis,Pelsonian,0,16,12,2,1,2,16,0.014000000000002899,0.006668000000004781,1
Deltopecten,Changhsingian,0,2,2,1,1,1,2,0.9099999999999966,1.9199979999999925,0
Deltopectininae,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Demonedys,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Derbyella,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Derbyia,Changhsingian,1,119,89,8,16,2,119,34.947,246.026993,0
Derbyia,Griesbachian,0,119,89,8,16,2,119,34.947,246.026993,0
Detoniceras,Illyrian,1,2,2,2,0,2,2,0.6905549999999963,5.500276999999999,0
Deweveria,Spathian,0,12,12,3,3,1,12,4.395198999999998,259.685341,0
Dicellonema,Griesbachian,1,21,21,6,8,3,21,20.175300999999997,241.10909999999998,0
Dicellonema,Dienerian,0,21,21,6,8,3,21,20.175300999999997,241.10909999999998,0
Dicellonema,Bithynian,0,21,21,6,8,3,21,20.175300999999997,241.10909999999998,0
Dicosmos,Pelsonian,0,1,1,1,1,1,1,0.0,0.0,0
Dictyoclostinae,Changhsingian,0,2,2,2,1,1,2,0.44000099999999875,0.3950049999999976,0
Dictyoclostus,Changhsingian,0,8,8,2,4,1,8,7.4516680000000015,221.399162,0
Dictyotomaria,Changhsingian,0,6,6,3,1,2,6,0.3139990000000026,1.5849999999999937,0
Dictyotomaria,Pelsonian,0,6,6,3,1,2,6,0.3139990000000026,1.5849999999999937,0
Dielasma,Changhsingian,0,35,31,8,15,1,35,44.129999,148.279,0
Dielasmatidae,Changhsingian,0,8,8,2,3,1,8,4.302999,14.913993000000005,0
Dielasmatoidea,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Dieneroceras,Changhsingian,0,139,116,10,18,4,139,89.470001,302.398606,1
Dieneroceras,Dienerian,1,139,116,10,18,4,139,89.470001,302.398606,1
Dieneroceras,Smithian,1,139,116,10,18,4,139,89.470001,302.398606,1
Dieneroceras,Spathian,0,139,116,10,18,4,139,89.470001,302.398606,1
Diholkorhynchia,Aegean,0,41,41,5,4,3,41,20.410277,94.495557,1
Diholkorhynchia,Pelsonian,0,41,41,5,4,3,41,20.410277,94.495557,1
Dimorphoconcha,Spathian,0,2,2,1,1,1,2,0.0,0.0,0
Dimorphotomaria,Bithynian,0,6,6,3,3,2,6,1.3901980000000052,20.1175,1
Dimorphotomaria,Illyrian,0,6,6,3,3,2,6,1.3901980000000052,20.1175,1
Dinarispira,Bithynian,1,21,17,6,6,4,21,6.244723999999998,32.15,0
Dinarispira,Pelsonian,1,21,17,6,6,4,21,6.244723999999998,32.15,0
Dinarispira,Illyrian,1,21,17,6,6,4,21,6.244723999999998,32.15,0
Dinarites,Dienerian,1,22,19,7,13,4,22,47.316109,245.595001,0
Dinarites,Smithian,1,22,19,7,13,4,22,47.316109,245.595001,0
Dinarites,Spathian,0,22,19,7,13,4,22,47.316109,245.595001,0
Dioristella,Spathian,0,2,1,1,1,1,2,0.0,0.0,0
Diplochilus,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Discina,Griesbachian,0,2,2,2,2,2,2,34.367504000000004,3.1922229999999985,0
Discina,Pelsonian,0,2,2,2,2,2,2,34.367504000000004,3.1922229999999985,0
Discinisca,Spathian,0,3,3,2,2,3,3,10.873401999999999,131.394235,1
Discinisca,Pelsonian,0,3,3,2,2,3,3,10.873401999999999,131.394235,1
Discoceratites,Illyrian,1,10,8,2,0,2,10,21.149999,25.950831,0
Discogymnites,Aegean,0,5,5,1,1,1,5,16.399997999999997,237.629997,0
Discohelicidae,Pelsonian,0,6,6,1,1,1,6,0.0,0.0,0
Discohelix,Pelsonian,0,9,9,2,1,2,9,0.014000000000002899,0.006668000000004781,1
Discophiceras,Griesbachian,0,34,34,4,4,1,34,109.666664,210.5,0
Discoproptychites,Smithian,0,1,1,1,1,1,1,0.0,0.0,0
Discoptychites,Aegean,1,69,57,7,18,5,69,94.26960700000001,286.043625,0
Discoptychites,Bithynian,1,69,57,7,18,5,69,94.26960700000001,286.043625,0
Discoptychites,Pelsonian,1,69,57,7,18,5,69,94.26960700000001,286.043625,0
Discoptychites,Illyrian,1,69,57,7,18,5,69,94.26960700000001,286.043625,0
Dixieceras,Illyrian,0,13,13,1,0,1,13,1.0299989999999966,3.119995000000003,0
Dolponella,Changhsingian,0,9,9,2,1,1,9,0.8820000000000014,1.098998999999992,0
Donaldina,Changhsingian,1,13,13,3,5,3,13,11.608001999999999,221.579162,0
Donaldina,Griesbachian,0,13,13,3,5,3,13,11.608001999999999,221.579162,0
Donaldina,Spathian,0,13,13,3,5,3,13,11.608001999999999,221.579162,0
Donaldospira,Changhsingian,0,2,2,2,2,1,2,1.3519989999999993,1.1600040000000007,0
Dorikranites,Spathian,0,6,4,2,2,1,6,3.774997000000006,4.555000999999997,0
Dunbarella,Changhsingian,0,2,2,1,1,1,2,0.146999000000001,0.16799899999999468,0
Dunedinites,Griesbachian,1,8,8,3,5,3,8,30.159000999999996,256.912705,0
Dunedinites,Dienerian,1,8,8,3,5,3,8,30.159000999999996,256.912705,0
Dunedinites,Smithian,0,8,8,3,5,3,8,30.159000999999996,256.912705,0
Dushanoceras,Changhsingian,0,5,5,4,4,1,5,12.95,78.862999,0
Dyasmya,Changhsingian,0,3,3,2,2,1,3,25.735001,105.987,0
Dystactella,Changhsingian,0,3,3,3,3,1,3,6.856666000000001,34.183335,0
Dzhulfites,Changhsingian,0,41,35,4,4,1,41,21.244999,55.011002000000005,0
Dzhulfitidae,Changhsingian,0,3,3,2,1,1,3,0.00999899999999343,0.009997999999995955,0
Dzhulfoceras,Changhsingian,0,2,2,1,1,1,2,0.0010000000000047748,0.000990999999999076,0
Echinalosia,Changhsingian,0,15,15,3,2,1,15,3.8820000000000014,12.298003999999992,0
Echinauriella,Changhsingian,0,5,5,2,1,1,5,0.2849989999999991,0.5600060000000013,0
Echinauris,Changhsingian,0,7,7,4,4,1,7,15.624998000000001,66.569999,0
Edmondia,Changhsingian,0,17,15,5,4,1,17,21.063197999999996,124.004006,0
Edriosteges,Changhsingian,0,31,26,5,5,1,31,16.509000999999998,60.868888,0
Elegantarca,Pelsonian,0,24,22,2,1,2,24,0.590836000000003,2.042496,1
Elegantinia,Smithian,1,86,51,8,10,5,86,25.325001,224.17083,1
Elegantinia,Spathian,0,86,51,8,10,5,86,25.325001,224.17083,1
Elegantinia,Bithynian,1,86,51,8,10,5,86,25.325001,224.17083,1
Elegantinia,Pelsonian,0,86,51,8,10,5,86,25.325001,224.17083,1
Elimata,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Eliva,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Elivina,Changhsingian,0,2,2,2,2,1,2,4.864999999999998,23.105003999999994,0
Ellesmerella,Smithian,1,12,12,4,6,3,12,17.0,250.583336,0
Ellesmerella,Spathian,0,12,12,4,6,3,12,17.0,250.583336,0
Emeithyris,Illyrian,0,1,1,1,1,1,1,0.0,0.0,0
Enantiostreon,Changhsingian,1,9,9,6,5,6,9,47.85333,126.516666,0
Enantiostreon,Griesbachian,0,9,9,6,5,6,9,47.85333,126.516666,0
Enantiostreon,Bithynian,1,9,9,6,5,6,9,47.85333,126.516666,0
Enantiostreon,Pelsonian,1,9,9,6,5,6,9,47.85333,126.516666,0
Enantiostreon,Illyrian,1,9,9,6,5,6,9,47.85333,126.516666,0
Ensipteria,Changhsingian,0,9,9,5,3,1,9,2.1949989999999993,12.108001999999999,0
Enteletella,Changhsingian,0,2,2,1,1,1,2,0.07500000000000284,0.495002999999997,0
Enteletes,Changhsingian,0,69,51,7,13,1,69,17.270101999999998,96.271996,0
Enteletina,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Enteropleura,Pelsonian,1,17,17,5,7,3,17,34.616665,231.592217,0
Enteropleura,Illyrian,1,17,17,5,7,3,17,34.616665,231.592217,0
Entoliidae,Changhsingian,1,5,5,2,2,3,5,0.5024990000000003,0.45333300000000065,0
Entoliidae,Griesbachian,1,5,5,2,2,3,5,0.5024990000000003,0.45333300000000065,0
Entoliidae,Dienerian,0,5,5,2,2,3,5,0.5024990000000003,0.45333300000000065,0
Entolioides,Dienerian,1,15,15,5,7,5,15,9.83361,246.142426,1
Entolioides,Smithian,1,15,15,5,7,5,15,9.83361,246.142426,1
Entolioides,Spathian,0,15,15,5,7,5,15,9.83361,246.142426,1
Entolioides,Bithynian,0,15,15,5,7,5,15,9.83361,246.142426,1
Entolium,Changhsingian,1,124,111,15,42,10,124,72.774724,267.693947,0
Entolium,Griesbachian,1,124,111,15,42,10,124,72.774724,267.693947,0
Entolium,Dienerian,1,124,111,15,42,10,124,72.774724,267.693947,0
Entolium,Smithian,1,124,111,15,42,10,124,72.774724,267.693947,0
Entolium,Spathian,1,124,111,15,42,10,124,72.774724,267.693947,0
Entolium,Aegean,1,124,111,15,42,10,124,72.774724,267.693947,0
Entolium,Bithynian,1,124,111,15,42,10,124,72.774724,267.693947,0
Entolium,Pelsonian,1,124,111,15,42,10,124,72.774724,267.693947,0
Entolium,Illyrian,1,124,111,15,42,10,124,72.774724,267.693947,0
Eoacrochordiceras,Spathian,0,2,1,1,1,1,2,0.0,0.0,0
Eoastarte,Changhsingian,0,2,2,1,1,1,2,0.07333400000000267,0.25,0
Eobuchia,Spathian,0,4,4,2,1,1,4,9.561443000000004,183.266716,0
Eodanubites,Spathian,0,14,13,4,4,1,14,16.977001,259.368798,0
Eofrechites,Illyrian,0,2,2,1,1,1,2,0.05200200000000166,0.004997000000003027,0
Eographis,Dienerian,0,1,1,1,1,1,1,0.0,0.0,0
Eogymnites,Spathian,1,4,4,2,2,2,4,19.318502999999996,86.299503,0
Eogymnites,Aegean,0,4,4,2,2,2,4,19.318502999999996,86.299503,0
Eogymnotoceras,Bithynian,1,39,39,2,3,4,39,24.059997000000003,283.992218,0
Eogymnotoceras,Pelsonian,1,39,39,2,3,4,39,24.059997000000003,283.992218,0
Eogymnotoceras,Illyrian,1,39,39,2,3,4,39,24.059997000000003,283.992218,0
Eolaballa,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Eolyttonia,Changhsingian,0,26,23,5,6,1,26,20.125999999999998,90.133613,0
Eomarginifera,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Eophilobryoidella,Pelsonian,0,14,14,1,1,1,14,0.0,0.0,0
Eophyllites,Smithian,1,24,18,3,8,4,24,53.187200000000004,121.72440399999999,0
Eophyllites,Spathian,1,24,18,3,8,4,24,53.187200000000004,121.72440399999999,0
Eophyllites,Aegean,0,24,18,3,8,4,24,53.187200000000004,121.72440399999999,0
Eoprotrachyceras,Illyrian,1,5,4,1,0,2,5,6.0477750000000015,130.668891,0
Eoptychites,Smithian,1,2,2,1,1,2,2,1.5600010000000033,7.765000000000001,0
Eoptychites,Spathian,0,2,2,1,1,2,2,1.5600010000000033,7.765000000000001,0
Eosinocerithium,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Eotomariidae,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Epiboreoceras,Spathian,0,10,9,1,2,1,10,4.5979990000000015,20.060005000000004,0
Epiceltites,Spathian,0,10,9,2,3,1,10,6.015003999999998,121.730099,0
Epiceltitoides,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Epiclaraia,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Epigymnites,Pelsonian,1,28,22,5,7,3,28,16.823055,199.076027,0
Epigymnites,Illyrian,1,28,22,5,7,3,28,16.823055,199.076027,0
Epikellnerites,Illyrian,0,29,20,3,3,1,29,1.2919470000000004,7.617222000000002,0
Episageceras,Changhsingian,1,12,12,2,1,5,12,74.830833,77.09806499999999,0
Episageceras,Griesbachian,1,12,12,2,1,5,12,74.830833,77.09806499999999,0
Episageceras,Dienerian,1,12,12,2,1,5,12,74.830833,77.09806499999999,0
Episageceras,Smithian,0,12,12,2,1,5,12,74.830833,77.09806499999999,0
Erismatina,Changhsingian,0,3,3,1,2,1,3,0.3483339999999977,0.11833199999999522,0
Erwinispira,Changhsingian,0,2,2,1,2,1,2,3.978000999999999,8.198997000000006,0
Escarguelites,Smithian,0,5,5,2,2,1,5,3.8623350000000016,8.213997000000006,0
Eschericeratites,Spathian,0,2,2,1,1,1,2,1.7494999999999976,6.692001999999988,0
Esfahanites,Changhsingian,0,4,4,2,1,1,4,0.003471000000001112,0.005870999999999071,0
Esinoceras,Illyrian,0,1,1,1,1,1,1,0.0,0.0,0
